age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
39.0,Private,195253.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
20.0,,174461.0,HS-grad,9.0,Never-married,,Own-child,White,Female,0.0,0.0,5.0,United-States,<=50K
23.0,Private,415755.0,11th,7.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,30.0,United-States,<=50K
31.0,Federal-gov,113688.0,HS-grad,9.0,Never-married,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
77.0,Self-emp-not-inc,34761.0,7th-8th,4.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
23.0,Local-gov,442359.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,1092.0,40.0,United-States,<=50K
37.0,Private,183800.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
42.0,Private,42703.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
46.0,Private,72896.0,Assoc-acdm,12.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
21.0,Private,67804.0,9th,5.0,Never-married,Machine-op-inspct,Own-child,Black,Male,0.0,0.0,20.0,United-States,<=50K
35.0,State-gov,227128.0,HS-grad,9.0,Divorced,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
44.0,Private,117936.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
51.0,Private,155963.0,9th,5.0,Divorced,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
32.0,Private,167476.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
47.0,Self-emp-inc,77660.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,50.0,United-States,>50K
30.0,State-gov,169496.0,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
27.0,Private,428030.0,Bachelors,13.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
25.0,Self-emp-not-inc,182809.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,7298.0,0.0,40.0,United-States,>50K
53.0,Private,214868.0,Assoc-voc,11.0,Never-married,Adm-clerical,Other-relative,Black,Female,0.0,2001.0,40.0,United-States,<=50K
35.0,Private,115215.0,Some-college,10.0,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,45.0,United-States,<=50K
36.0,Private,266347.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,43.0,United-States,<=50K
43.0,Private,176452.0,9th,5.0,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0.0,0.0,50.0,,>50K
24.0,,390608.0,HS-grad,9.0,Never-married,,Not-in-family,White,Female,0.0,0.0,36.0,United-States,<=50K
50.0,Private,24790.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
48.0,Private,355781.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,India,>50K
38.0,Private,91857.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,44.0,United-States,<=50K
37.0,Federal-gov,93225.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688.0,0.0,40.0,United-States,>50K
44.0,Private,144067.0,Bachelors,13.0,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,12.0,,<=50K
35.0,Private,143058.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
48.0,Self-emp-inc,191277.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
56.0,Self-emp-not-inc,170217.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
37.0,Private,69251.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=50K
37.0,Private,258289.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
62.0,Local-gov,208266.0,Assoc-voc,11.0,Divorced,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
30.0,Private,229772.0,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
34.0,Private,561334.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
38.0,Self-emp-not-inc,164593.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,30.0,,<=50K
64.0,,178556.0,10th,6.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,56.0,United-States,>50K
23.0,Private,239375.0,Bachelors,13.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
37.0,Private,271767.0,Masters,14.0,Separated,Exec-managerial,Not-in-family,White,Male,0.0,0.0,45.0,United-States,>50K
49.0,Private,105431.0,HS-grad,9.0,Divorced,Other-service,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
32.0,Private,347112.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K
47.0,Private,195963.0,7th-8th,4.0,Never-married,Transport-moving,Not-in-family,Other,Male,0.0,0.0,48.0,Puerto-Rico,<=50K
29.0,Private,245226.0,HS-grad,9.0,Never-married,Handlers-cleaners,Unmarried,Black,Male,0.0,0.0,40.0,United-States,<=50K
52.0,Private,196504.0,7th-8th,4.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
41.0,Private,185267.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
71.0,Private,105200.0,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,6767.0,0.0,20.0,United-States,<=50K
70.0,Private,236055.0,7th-8th,4.0,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K
26.0,Private,245628.0,11th,7.0,Never-married,Handlers-cleaners,Unmarried,White,Male,0.0,0.0,20.0,United-States,<=50K
31.0,Private,258849.0,Assoc-voc,11.0,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
22.0,Private,60668.0,Bachelors,13.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
29.0,Private,59231.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,42.0,United-States,<=50K
68.0,Private,176468.0,HS-grad,9.0,Divorced,Priv-house-serv,Unmarried,Black,Female,0.0,0.0,24.0,United-States,<=50K
37.0,Private,186191.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,45.0,,<=50K
52.0,Private,173987.0,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
57.0,Private,317969.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
24.0,Private,224785.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,1876.0,65.0,United-States,<=50K
21.0,Private,236684.0,Some-college,10.0,Never-married,Other-service,Other-relative,Black,Female,0.0,0.0,8.0,United-States,<=50K
19.0,,440417.0,Some-college,10.0,Never-married,,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
51.0,Private,142835.0,11th,7.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
58.0,Self-emp-not-inc,194733.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
22.0,Private,412316.0,HS-grad,9.0,Never-married,Sales,Other-relative,Black,Male,0.0,0.0,40.0,,<=50K
34.0,Private,186824.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
40.0,Private,131899.0,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
31.0,State-gov,26401.0,Masters,14.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,25.0,United-States,<=50K
48.0,Self-emp-not-inc,175622.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
36.0,Private,93461.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Wife,White,Female,0.0,0.0,30.0,United-States,<=50K
33.0,Self-emp-not-inc,300681.0,10th,6.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,50.0,,<=50K
28.0,Private,188171.0,Assoc-acdm,12.0,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,60.0,United-States,<=50K
70.0,Private,221603.0,Some-college,10.0,Widowed,Sales,Not-in-family,White,Female,0.0,0.0,34.0,United-States,<=50K
49.0,Private,192894.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
34.0,Private,113211.0,Assoc-acdm,12.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,45.0,United-States,>50K
34.0,Private,89644.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States,>50K
59.0,,179078.0,HS-grad,9.0,Widowed,,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
44.0,Local-gov,202872.0,Some-college,10.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,25.0,United-States,<=50K
23.0,Private,275818.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Female,0.0,1974.0,40.0,United-States,<=50K
45.0,Self-emp-inc,173664.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
47.0,Private,125120.0,Bachelors,13.0,Divorced,Craft-repair,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K
30.0,Private,295010.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0.0,0.0,40.0,United-States,>50K
55.0,Private,164857.0,Some-college,10.0,Divorced,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
19.0,Private,383637.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
17.0,Private,216086.0,11th,7.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K
31.0,Private,111567.0,9th,5.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,43.0,United-States,>50K
47.0,Private,170850.0,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K
52.0,Private,202956.0,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
36.0,Private,131808.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386.0,0.0,40.0,United-States,>50K
45.0,Federal-gov,273194.0,HS-grad,9.0,Never-married,Transport-moving,Not-in-family,Black,Male,3325.0,0.0,40.0,United-States,<=50K
25.0,Private,457070.0,7th-8th,4.0,Divorced,Craft-repair,Own-child,White,Male,0.0,0.0,45.0,United-States,<=50K
44.0,Private,36271.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
24.0,Private,135267.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
29.0,Private,244473.0,Assoc-voc,11.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,2051.0,40.0,United-States,<=50K
48.0,Private,242406.0,11th,7.0,Never-married,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,40.0,Puerto-Rico,<=50K
48.0,Self-emp-not-inc,58683.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,70.0,United-States,>50K
35.0,Self-emp-not-inc,335704.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
65.0,,486436.0,Some-college,10.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
42.0,Private,190910.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
42.0,Private,363591.0,HS-grad,9.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
30.0,Private,189439.0,HS-grad,9.0,Married-spouse-absent,Other-service,Unmarried,Black,Female,0.0,0.0,38.0,United-States,<=50K
20.0,Private,190916.0,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
20.0,Private,181370.0,Some-college,10.0,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,40.0,United-States,<=50K
24.0,Private,243190.0,Assoc-acdm,12.0,Separated,Craft-repair,Unmarried,Asian-Pac-Islander,Male,8614.0,0.0,40.0,United-States,>50K
19.0,Private,239995.0,11th,7.0,Never-married,Sales,Other-relative,White,Male,0.0,0.0,16.0,United-States,<=50K
34.0,Private,128016.0,HS-grad,9.0,Never-married,Tech-support,Other-relative,White,Female,0.0,0.0,40.0,United-States,<=50K
43.0,Private,75742.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
33.0,Private,130021.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
38.0,Private,175360.0,10th,6.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,2559.0,90.0,United-States,>50K
47.0,Private,104301.0,11th,7.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,45.0,United-States,<=50K
40.0,Local-gov,74949.0,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
47.0,Self-emp-not-inc,248776.0,Masters,14.0,Never-married,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,25.0,United-States,<=50K
50.0,Private,306790.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
45.0,Private,347025.0,7th-8th,4.0,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,21.0,United-States,<=50K
90.0,Private,227796.0,Assoc-acdm,12.0,Never-married,Exec-managerial,Not-in-family,White,Male,6097.0,0.0,45.0,United-States,>50K
29.0,Private,247053.0,HS-grad,9.0,Separated,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
17.0,Private,98572.0,11th,7.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,20.0,United-States,<=50K
61.0,Private,131117.0,HS-grad,9.0,Widowed,Transport-moving,Unmarried,White,Female,0.0,0.0,40.0,Puerto-Rico,<=50K
58.0,Local-gov,217802.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,7688.0,0.0,45.0,United-States,>50K
61.0,Self-emp-not-inc,268797.0,HS-grad,9.0,Married-civ-spouse,Other-service,Wife,Black,Female,0.0,0.0,17.0,United-States,<=50K
26.0,Private,264012.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
47.0,Federal-gov,329205.0,Bachelors,13.0,Divorced,Prof-specialty,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
22.0,Private,167615.0,HS-grad,9.0,Never-married,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
51.0,Private,41414.0,9th,5.0,Never-married,Other-service,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
37.0,Private,255621.0,HS-grad,9.0,Separated,Craft-repair,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
40.0,,351161.0,Masters,14.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
52.0,Private,137984.0,HS-grad,9.0,Divorced,Craft-repair,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
35.0,Private,146042.0,Some-college,10.0,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K
51.0,Private,182944.0,HS-grad,9.0,Widowed,Tech-support,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
32.0,Private,128002.0,Assoc-voc,11.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,45.0,United-States,<=50K
80.0,Private,216073.0,5th-6th,3.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,32.0,United-States,<=50K
21.0,Private,313873.0,5th-6th,3.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,Mexico,<=50K
35.0,Private,168322.0,11th,7.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
45.0,Private,121676.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,36.0,United-States,>50K
44.0,Self-emp-inc,153132.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688.0,0.0,52.0,United-States,>50K
59.0,Local-gov,238431.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,38.0,United-States,<=50K
50.0,Private,94081.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
21.0,Private,132320.0,11th,7.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,35.0,United-States,<=50K
31.0,Private,178623.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,Black,Female,14084.0,0.0,60.0,United-States,>50K
25.0,Private,120268.0,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,70.0,United-States,<=50K
44.0,Self-emp-not-inc,282722.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,0.0,50.0,United-States,>50K
33.0,Private,109996.0,Assoc-acdm,12.0,Married-spouse-absent,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
31.0,Private,323985.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
36.0,Local-gov,212856.0,11th,7.0,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,23.0,United-States,<=50K
34.0,Self-emp-not-inc,581025.0,9th,5.0,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,38.0,United-States,<=50K
22.0,,354351.0,Some-college,10.0,Never-married,,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
38.0,Private,192337.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,England,>50K
62.0,Private,210142.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
18.0,Private,293227.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K
40.0,Private,308027.0,HS-grad,9.0,Widowed,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
42.0,Private,270721.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,32.0,United-States,<=50K
18.0,Private,164441.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,38.0,United-States,<=50K
62.0,,225657.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,24.0,United-States,<=50K
48.0,Private,128796.0,Assoc-acdm,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
54.0,Private,320012.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
18.0,,128538.0,Some-college,10.0,Never-married,,Own-child,White,Female,0.0,0.0,6.0,United-States,<=50K
28.0,Private,292536.0,Some-college,10.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
24.0,Private,100605.0,Some-college,10.0,Never-married,Machine-op-inspct,Own-child,Other,Male,0.0,0.0,14.0,United-States,<=50K
26.0,Private,171114.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
28.0,Self-emp-not-inc,195607.0,HS-grad,9.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
30.0,Private,241259.0,Assoc-voc,11.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
17.0,Private,452406.0,11th,7.0,Never-married,Sales,Own-child,Black,Female,0.0,0.0,15.0,United-States,<=50K
28.0,Private,266070.0,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K
47.0,State-gov,142287.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,35.0,United-States,>50K
23.0,Private,40165.0,Some-college,10.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,Japan,<=50K
52.0,Private,298215.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
24.0,Self-emp-not-inc,31606.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0.0,0.0,20.0,United-States,>50K
27.0,Private,38599.0,12th,8.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
49.0,,111282.0,7th-8th,4.0,Married-civ-spouse,,Husband,White,Male,4386.0,0.0,99.0,United-States,>50K
19.0,,252752.0,HS-grad,9.0,Never-married,,Own-child,Black,Male,0.0,0.0,35.0,United-States,<=50K
61.0,Private,132972.0,9th,5.0,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
47.0,Self-emp-not-inc,26145.0,Assoc-voc,11.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
51.0,Self-emp-inc,230095.0,Assoc-voc,11.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
18.0,,387641.0,Some-college,10.0,Never-married,,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
39.0,Private,76417.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
62.0,Self-emp-not-inc,120939.0,Some-college,10.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
43.0,Private,222971.0,5th-6th,3.0,Never-married,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,Mexico,<=50K
22.0,Private,153516.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
33.0,State-gov,73296.0,HS-grad,9.0,Never-married,Other-service,Unmarried,Black,Female,1831.0,0.0,40.0,United-States,<=50K
31.0,Private,162572.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,15024.0,0.0,60.0,United-States,>50K
42.0,Private,288154.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,89.0,United-States,>50K
28.0,Private,34452.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
26.0,Private,226196.0,HS-grad,9.0,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
28.0,Private,451742.0,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
36.0,Private,231037.0,7th-8th,4.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
32.0,Private,168854.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1848.0,50.0,United-States,>50K
34.0,Private,346034.0,12th,8.0,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0.0,0.0,35.0,Mexico,<=50K
64.0,Local-gov,47298.0,Doctorate,16.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
38.0,Private,338320.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,Canada,<=50K
56.0,Self-emp-inc,32316.0,12th,8.0,Widowed,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
35.0,Private,146091.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
45.0,Private,142287.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
42.0,Local-gov,261899.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
30.0,Private,179446.0,HS-grad,9.0,Separated,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
76.0,Private,25319.0,HS-grad,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,8.0,United-States,<=50K
50.0,Self-emp-not-inc,183915.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
44.0,Private,262684.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,1504.0,45.0,United-States,<=50K
75.0,,248833.0,HS-grad,9.0,Married-AF-spouse,,Wife,White,Female,2653.0,0.0,14.0,United-States,<=50K
37.0,Private,265038.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
54.0,Private,230767.0,Assoc-acdm,12.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Cuba,<=50K
27.0,State-gov,208406.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,30.0,United-States,<=50K
47.0,Private,162034.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,70.0,United-States,<=50K
58.0,Self-emp-not-inc,31732.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
46.0,Private,184169.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688.0,0.0,35.0,United-States,>50K
47.0,Self-emp-inc,209460.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386.0,0.0,40.0,United-States,>50K
37.0,Local-gov,108540.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
29.0,Private,71067.0,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,55.0,United-States,<=50K
